,text,labels
3526,I met a group who had just returned from their climb of Annapurna.,O O O O O O O O O O O O O
3527,Annapurna is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3528,The view from the top of Makalu is breathtaking.,O O O O O O B-Mountain O O
3529,The wildlife near Mount Elbrus is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3530,Manaslu is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3531,We are preparing for a climb to Lhotse.,O O O O O O O O
3532,The ascent of K2 is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3533,Kangchenjunga is known for its incredible views.,B-Mountain O O O O O O
3534,Kangchenjunga is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3535,We are planning an expedition to Manaslu next year.,O O O O O O B-Mountain O O
3536,The base camp of Mont Blanc attracts adventurers from all over the world.,O O O O B-Mountain I-Mountain O O O O O O O
3537,We are planning an expedition to Mount Elbrus next year.,O O O O O O B-Mountain I-Mountain O O
3538,Many mountaineers attempt to conquer Manaslu every year.,O O O O O B-Mountain O O
3539,The ascent of Dhaulagiri is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3540,Lhotse is a popular destination for adventurous travelers.,B-Mountain O O O O O O O
3541,I read an article about a recent expedition to Makalu.,O O O O O O O O O O
3542,Reaching the summit of K2 is a dream for many climbers.,O O O O B-Mountain O O O O O O
3543,Aconcagua is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3544,We are planning an expedition to Manaslu next year.,O O O O O O B-Mountain O O
3545,Photographers love capturing the beauty of Mount Fuji.,O O O O O O B-Mountain O
3546,Lhotse is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3547,"After months of training, I’m finally ready to climb Aconcagua.",O O O O O O O O O O
3548,The summit of Makalu is covered in snow all year round.,O O O B-Mountain O O O O O O O
3549,The glaciers of Denali are stunning.,O O O B-Mountain O O
3550,Photographers love capturing the beauty of Denali.,O O O O O O O
3551,Mountaineers often face severe weather conditions on Mount Elbrus.,O O O O O O O B-Mountain O
3552,Makalu has always been on my bucket list.,B-Mountain O O O O O O O
3553,The summit of Cho Oyu is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3554,The summit of Cho Oyu is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3555,The weather near Mount Elbrus can change rapidly.,O O O B-Mountain I-Mountain O O O
3556,We visited the base camp of Manaslu.,O O O O O O O
3557,Several teams have attempted to climb K2 this season.,O O O O O O B-Mountain O O
3558,We visited the base camp of Mount Kilimanjaro.,O O O O O O B-Mountain O
3559,The view from the top of Kangchenjunga is breathtaking.,O O O O O O B-Mountain O O
3560,Dhaulagiri is the highest mountain in its region.,B-Mountain O O O O O O O
3561,The locals have a rich history of guiding climbers to the top of Manaslu.,O O O O O O O O O O O O O O
3562,Mountaineers often face severe weather conditions on Mount Everest.,O O O O O O O B-Mountain O
3563,Cho Oyu is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
3564,"After months of training, I’m finally ready to climb Lhotse.",O O O O O O O O O O
3565,I read an article about a recent expedition to Makalu.,O O O O O O O O O O
3566,We are planning an expedition to K2 next year.,O O O O O O B-Mountain O O
3567,We visited the base camp of Dhaulagiri.,O O O O O O O
3568,I plan to climb Annapurna next summer.,O O O O B-Mountain O O
3569,The weather near Lhotse can change rapidly.,O O O B-Mountain O O O
3570,Climbers often talk about the challenges of scaling Mont Blanc.,O O O O O O O O B-Mountain O
3571,The ascent of Mount Elbrus is both mentally and physically demanding.,O O O B-Mountain I-Mountain O O O O O O
3572,Many climbers train for years to attempt Annapurna.,O O O O O O O O
3573,Lhotse is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3574,We are planning an expedition to Dhaulagiri next year.,O O O O O O B-Mountain O O
3575,The view from the top of Lhotse is breathtaking.,O O O O O O B-Mountain O O
3576,The wildlife near Mount Fuji is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3577,We are preparing for a climb to Mont Blanc.,O O O O O O O B-Mountain O
3578,I hope to reach the top of K2 one day.,O O O O O O O B-Mountain O O
3579,The altitude of Dhaulagiri poses a significant challenge.,O O O B-Mountain O O O O
3580,The ascent of Annapurna is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3581,The view from the top of Kangchenjunga is breathtaking.,O O O O O O B-Mountain O O
3582,The summit of Mount Fuji is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3583,I met a group who had just returned from their climb of Annapurna.,O O O O O O O O O O O O O
3584,Annapurna is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3585,The weather near Annapurna can change rapidly.,O O O B-Mountain O O O
3586,The altitude of Mount Everest poses a significant challenge.,O O O B-Mountain I-Mountain O O O O
3587,The weather near Makalu can change rapidly.,O O O B-Mountain O O O
3588,Reaching the summit of K2 is a dream for many climbers.,O O O O B-Mountain O O O O O O
3589,Annapurna is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3590,Climbers usually spend weeks acclimatizing before attempting Aconcagua.,O O O O O O O O
3591,Manaslu is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3592,Mountaineers often face severe weather conditions on Mount Everest.,O O O O O O O B-Mountain O
3593,The local guides know the best routes to summit Manaslu.,O O O O O O O O O O
3594,We are planning an expedition to Mount Fuji next year.,O O O O O O B-Mountain I-Mountain O O
3595,I met a group who had just returned from their climb of Mount Everest.,O O O O O O O O O O O O B-Mountain O
3596,We are planning an expedition to Makalu next year.,O O O O O O B-Mountain O O
3597,The view from the top of Mount Fuji is breathtaking.,O O O O O O B-Mountain I-Mountain O O
3598,Mountaineers often face severe weather conditions on Lhotse.,O O O O O O O O
3599,The weather near Cho Oyu can change rapidly.,O O O B-Mountain I-Mountain O O O
3600,The glaciers of Cho Oyu are stunning.,O O O B-Mountain I-Mountain O O
3601,Kangchenjunga is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3602,There are strict environmental regulations around Denali.,O O O O O O O
3603,Mount Kilimanjaro is known for its incredible views.,B-Mountain I-Mountain O O O O O O
3604,Have you ever been to Annapurna?,O O O O O O
3605,Several teams have attempted to climb K2 this season.,O O O O O O B-Mountain O O
3606,We visited the base camp of K2.,O O O O O O O
3607,Standing on top of Manaslu feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
3608,Reaching the summit of Aconcagua is a dream for many climbers.,O O O O B-Mountain O O O O O O
3609,Mount Fuji is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3610,I hope to reach the top of Annapurna one day.,O O O O O O O B-Mountain O O
3611,Several teams have attempted to climb Mont Blanc this season.,O O O O O O B-Mountain I-Mountain O O
3612,Reaching the summit of Mount Fuji is a dream for many climbers.,O O O O B-Mountain I-Mountain O O O O O O
3613,The ascent of Makalu is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3614,Climbers often talk about the challenges of scaling Mount Elbrus.,O O O O O O O O B-Mountain O
3615,Lhotse is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3616,The locals have a rich history of guiding climbers to the top of Annapurna.,O O O O O O O O O O O O O O
3617,Hiking around Denali is an unforgettable experience.,O O B-Mountain O O O O
3618,Makalu is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3619,"After months of training, I’m finally ready to climb K2.",O O O O O O O O O O
3620,Aconcagua stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3621,Hiking around Annapurna is an unforgettable experience.,O O B-Mountain O O O O
3622,"In the winter, climbing Makalu becomes even more challenging.",O O O O B-Mountain O O O O
3623,Mont Blanc offers stunning panoramic views from its summit.,B-Mountain I-Mountain O O O O O O O
3624,The base camp of Aconcagua attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3625,Kangchenjunga stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3626,Mont Blanc stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3627,We are preparing for a climb to Kangchenjunga.,O O O O O O O O
3628,Mount Kilimanjaro is a popular destination for adventurous travelers.,B-Mountain I-Mountain O O O O O O O
3629,The wildlife near Mount Fuji is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3630,There are strict environmental regulations around Denali.,O O O O O O O
3631,Mount Elbrus is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
3632,Manaslu is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3633,Mount Fuji is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3634,I hope to reach the top of Lhotse one day.,O O O O O O O B-Mountain O O
3635,We visited the base camp of Aconcagua.,O O O O O O O
3636,Denali is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3637,I plan to climb Aconcagua next summer.,O O O O B-Mountain O O
3638,I hope to reach the top of Mount Kilimanjaro one day.,O O O O O O O B-Mountain I-Mountain O O
3639,The glaciers of Annapurna are stunning.,O O O B-Mountain O O
3640,I plan to climb Dhaulagiri next summer.,O O O O B-Mountain O O
3641,The glaciers of K2 are stunning.,O O O B-Mountain O O
3642,Dhaulagiri stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3643,Several teams have attempted to climb Dhaulagiri this season.,O O O O O O B-Mountain O O
3644,The base camp of Lhotse attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3645,Standing on top of Mount Kilimanjaro feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3646,Kangchenjunga is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3647,I plan to climb Mont Blanc next summer.,O O O O B-Mountain I-Mountain O O
3648,The locals have a rich history of guiding climbers to the top of Annapurna.,O O O O O O O O O O O O O O
3649,The base camp of Lhotse attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3650,Manaslu is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3651,There are strict environmental regulations around Aconcagua.,O O O O O O O
3652,The glaciers of Lhotse are stunning.,O O O B-Mountain O O
3653,Hiking around Mount Kilimanjaro is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
3654,I hope to reach the top of K2 one day.,O O O O O O O B-Mountain O O
3655,Many climbers train for years to attempt Annapurna.,O O O O O O O O
3656,We are planning an expedition to Annapurna next year.,O O O O O O B-Mountain O O
3657,K2 is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
3658,I read an article about a recent expedition to Mount Kilimanjaro.,O O O O O O O O O B-Mountain O
3659,Lhotse is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3660,Reaching the summit of K2 is a dream for many climbers.,O O O O B-Mountain O O O O O O
3661,We visited the base camp of Annapurna.,O O O O O O O
3662,There are multiple routes to the summit of Lhotse.,O O O O O O O O O
3663,I met a group who had just returned from their climb of K2.,O O O O O O O O O O O O O
3664,Kangchenjunga is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3665,We are planning an expedition to Mont Blanc next year.,O O O O O O B-Mountain I-Mountain O O
3666,Denali is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3667,Hiking around Denali is an unforgettable experience.,O O B-Mountain O O O O
3668,Hiking around K2 is an unforgettable experience.,O O B-Mountain O O O O
3669,We visited the base camp of Cho Oyu.,O O O O O O B-Mountain O
3670,I met a group who had just returned from their climb of Lhotse.,O O O O O O O O O O O O O
3671,Annapurna is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3672,I plan to climb Denali next summer.,O O O O B-Mountain O O
3673,Denali is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3674,Do you know the history of expeditions to Lhotse?,O O O O O O O O O
3675,I hope to reach the top of Annapurna one day.,O O O O O O O B-Mountain O O
3676,Several teams have attempted to climb Mount Kilimanjaro this season.,O O O O O O B-Mountain I-Mountain O O
3677,"During the summer, we will try to summit Manaslu.",O O O O O O O O O
3678,Mount Fuji is known for its incredible views.,B-Mountain I-Mountain O O O O O O
3679,Have you ever been to Aconcagua?,O O O O O O
3680,Makalu is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3681,Scaling Mount Elbrus is considered a major achievement.,O B-Mountain I-Mountain O O O O O
3682,We visited the base camp of Cho Oyu.,O O O O O O B-Mountain O
3683,The locals have a rich history of guiding climbers to the top of Aconcagua.,O O O O O O O O O O O O O O
3684,The local guides know the best routes to summit Kangchenjunga.,O O O O O O O O O O
3685,Mount Kilimanjaro is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
3686,Mount Everest is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3687,"During the summer, we will try to summit K2.",O O O O O O O O O
3688,Lhotse is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3689,Kangchenjunga has always been on my bucket list.,B-Mountain O O O O O O O
3690,The weather near Mont Blanc can change rapidly.,O O O B-Mountain I-Mountain O O O
3691,Makalu offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
3692,The weather near Lhotse can change rapidly.,O O O B-Mountain O O O
3693,The wildlife near Cho Oyu is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3694,Makalu is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
3695,I hope to reach the top of Denali one day.,O O O O O O O B-Mountain O O
3696,I read an article about a recent expedition to Cho Oyu.,O O O O O O O O O B-Mountain O
3697,Dhaulagiri offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
3698,Standing on top of Mount Kilimanjaro feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3699,Mountaineers often face severe weather conditions on Mount Kilimanjaro.,O O O O O O O B-Mountain O
3700,Mount Kilimanjaro is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
3701,The base camp of Mont Blanc attracts adventurers from all over the world.,O O O O B-Mountain I-Mountain O O O O O O O
3702,Mount Everest is part of the Seven Summits challenge.,B-Mountain I-Mountain O O O O O O O
3703,The view from the top of Makalu is breathtaking.,O O O O O O B-Mountain O O
3704,Makalu is the highest mountain in its region.,B-Mountain O O O O O O O
3705,The ascent of Aconcagua is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3706,"In the winter, climbing Mount Everest becomes even more challenging.",O O O O B-Mountain I-Mountain O O O O
3707,Mount Everest is often attempted by experienced mountaineers.,B-Mountain I-Mountain O O O O O O
3708,The wildlife near Denali is as stunning as the mountain itself.,O O O B-Mountain O O O O O O O
3709,Many climbers train for years to attempt Mount Fuji.,O O O O O O O B-Mountain O
3710,There are multiple routes to the summit of Dhaulagiri.,O O O O O O O O O
3711,The locals have a rich history of guiding climbers to the top of Denali.,O O O O O O O O O O O O O O
3712,Cho Oyu is one of the tallest peaks in the world.,B-Mountain I-Mountain O O O O O O O O O
3713,Dhaulagiri is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3714,Climbers often talk about the challenges of scaling Manaslu.,O O O O O O O O O
3715,Denali is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3716,Climbers often talk about the challenges of scaling Makalu.,O O O O O O O O O
3717,The view from the top of Mount Kilimanjaro is breathtaking.,O O O O O O B-Mountain I-Mountain O O
3718,Scaling Mount Elbrus is considered a major achievement.,O B-Mountain I-Mountain O O O O O
3719,I plan to climb Cho Oyu next summer.,O O O O B-Mountain I-Mountain O O
3720,Scaling Dhaulagiri is considered a major achievement.,O B-Mountain O O O O O
3721,We visited the base camp of Mont Blanc.,O O O O O O B-Mountain O
3722,The summit of Mount Kilimanjaro is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3723,The glaciers of Annapurna are stunning.,O O O B-Mountain O O
3724,Lhotse is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3725,Aconcagua has always been on my bucket list.,B-Mountain O O O O O O O
3726,I hope to reach the top of Manaslu one day.,O O O O O O O B-Mountain O O
3727,Several expeditions to Annapurna have been successful this year.,O O O B-Mountain O O O O O
3728,Standing on top of Aconcagua feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
3729,Reaching the summit of Dhaulagiri is a dream for many climbers.,O O O O B-Mountain O O O O O O
3730,Lhotse has always been on my bucket list.,B-Mountain O O O O O O O
3731,Many mountaineers attempt to conquer Denali every year.,O O O O O B-Mountain O O
3732,Denali is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3733,Cho Oyu is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3734,The weather near Manaslu can change rapidly.,O O O B-Mountain O O O
3735,I read an article about a recent expedition to Lhotse.,O O O O O O O O O O
3736,"In the winter, climbing Dhaulagiri becomes even more challenging.",O O O O B-Mountain O O O O
3737,We are preparing for a climb to Kangchenjunga.,O O O O O O O O
3738,"In the winter, climbing Aconcagua becomes even more challenging.",O O O O B-Mountain O O O O
3739,K2 is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3740,Standing on top of Mount Fuji feels like being on top of the world.,O O O O B-Mountain I-Mountain O O O O O O O O
3741,The local guides know the best routes to summit Dhaulagiri.,O O O O O O O O O O
3742,I read an article about a recent expedition to Mount Everest.,O O O O O O O O O B-Mountain O
3743,Cho Oyu stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3744,The view from the top of Kangchenjunga is breathtaking.,O O O O O O B-Mountain O O
3745,Annapurna is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3746,We visited the base camp of Lhotse.,O O O O O O O
3747,The locals have a rich history of guiding climbers to the top of Manaslu.,O O O O O O O O O O O O O O
3748,I read an article about a recent expedition to Mount Elbrus.,O O O O O O O O O B-Mountain O
3749,"After months of training, I’m finally ready to climb Manaslu.",O O O O O O O O O O
3750,The altitude of Lhotse poses a significant challenge.,O O O B-Mountain O O O O
3751,"In the winter, climbing Kangchenjunga becomes even more challenging.",O O O O B-Mountain O O O O
3752,Photographers love capturing the beauty of Cho Oyu.,O O O O O O B-Mountain O
3753,We are planning an expedition to Makalu next year.,O O O O O O B-Mountain O O
3754,The view from the top of Mount Kilimanjaro is breathtaking.,O O O O O O B-Mountain I-Mountain O O
3755,K2 is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3756,"In the winter, climbing Makalu becomes even more challenging.",O O O O B-Mountain O O O O
3757,Mount Kilimanjaro stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3758,Many climbers train for years to attempt Makalu.,O O O O O O O O
3759,The ascent of Makalu is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3760,Mount Fuji is the highest mountain in its region.,B-Mountain I-Mountain O O O O O O O
3761,Standing on top of Manaslu feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
3762,"During the summer, we will try to summit Denali.",O O O O O O O O O
3763,I met a group who had just returned from their climb of Mount Everest.,O O O O O O O O O O O O B-Mountain O
3764,We are planning an expedition to Mont Blanc next year.,O O O O O O B-Mountain I-Mountain O O
3765,The local guides know the best routes to summit Mount Elbrus.,O O O O O O O O O B-Mountain O
3766,I hope to reach the top of Denali one day.,O O O O O O O B-Mountain O O
3767,Lhotse is known for its incredible views.,B-Mountain O O O O O O
3768,The landscape around Aconcagua is truly breathtaking.,O O O B-Mountain O O O
3769,The locals have a rich history of guiding climbers to the top of Annapurna.,O O O O O O O O O O O O O O
3770,The base camp of Kangchenjunga attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3771,Annapurna is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3772,"In the winter, climbing Makalu becomes even more challenging.",O O O O B-Mountain O O O O
3773,Have you ever been to Kangchenjunga?,O O O O O O
3774,Manaslu is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3775,The wildlife near Mount Everest is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3776,I met a group who had just returned from their climb of Mont Blanc.,O O O O O O O O O O O O B-Mountain O
3777,The glaciers of Annapurna are stunning.,O O O B-Mountain O O
3778,Manaslu is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3779,Do you know the history of expeditions to Mount Kilimanjaro?,O O O O O O O O B-Mountain O
3780,The base camp of Aconcagua attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3781,"During the summer, we will try to summit Mount Everest.",O O O O O O O O B-Mountain O
3782,The base camp of Lhotse attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3783,Mountaineers often face severe weather conditions on K2.,O O O O O O O O
3784,The base camp of Manaslu attracts adventurers from all over the world.,O O O O B-Mountain O O O O O O O
3785,I hope to reach the top of Makalu one day.,O O O O O O O B-Mountain O O
3786,The local guides know the best routes to summit Annapurna.,O O O O O O O O O O
3787,The weather near Mount Fuji can change rapidly.,O O O B-Mountain I-Mountain O O O
3788,Standing on top of Makalu feels like being on top of the world.,O O O O B-Mountain O O O O O O O O
3789,Mount Elbrus stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3790,The local guides know the best routes to summit Mount Kilimanjaro.,O O O O O O O O O B-Mountain O
3791,We visited the base camp of Mount Kilimanjaro.,O O O O O O B-Mountain O
3792,The summit of Dhaulagiri is covered in snow all year round.,O O O B-Mountain O O O O O O O
3793,We visited the base camp of Mount Elbrus.,O O O O O O B-Mountain O
3794,K2 is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3795,I hope to reach the top of Dhaulagiri one day.,O O O O O O O B-Mountain O O
3796,Climbers usually spend weeks acclimatizing before attempting Denali.,O O O O O O O O
3797,Mountaineers often face severe weather conditions on Makalu.,O O O O O O O O
3798,Mount Elbrus is part of the Himalayas and stands as a symbol of beauty.,B-Mountain I-Mountain O O O O O O O O O O O O
3799,"During the summer, we will try to summit Dhaulagiri.",O O O O O O O O O
3800,Hiking around Aconcagua is an unforgettable experience.,O O B-Mountain O O O O
3801,Aconcagua is part of the Himalayas and stands as a symbol of beauty.,B-Mountain O O O O O O O O O O O O
3802,Photographers love capturing the beauty of Dhaulagiri.,O O O O O O O
3803,The summit of Mont Blanc is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3804,K2 is one of the tallest peaks in the world.,B-Mountain O O O O O O O O O
3805,Several teams have attempted to climb Cho Oyu this season.,O O O O O O B-Mountain I-Mountain O O
3806,The ascent of Aconcagua is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3807,Manaslu is famous for its extreme weather conditions.,B-Mountain O O O O O O O
3808,The ascent of Lhotse is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3809,I met a group who had just returned from their climb of Dhaulagiri.,O O O O O O O O O O O O O
3810,The landscape around Mont Blanc is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3811,Several teams have attempted to climb K2 this season.,O O O O O O B-Mountain O O
3812,Annapurna is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3813,Hiking around Mount Everest is an unforgettable experience.,O O B-Mountain I-Mountain O O O O
3814,Reaching the summit of K2 is a dream for many climbers.,O O O O B-Mountain O O O O O O
3815,There are strict environmental regulations around Kangchenjunga.,O O O O O O O
3816,We visited the base camp of Mont Blanc.,O O O O O O B-Mountain O
3817,Mount Elbrus is famous for its extreme weather conditions.,B-Mountain I-Mountain O O O O O O O
3818,Many climbers train for years to attempt K2.,O O O O O O O O
3819,I read an article about a recent expedition to Kangchenjunga.,O O O O O O O O O O
3820,Aconcagua offers stunning panoramic views from its summit.,B-Mountain O O O O O O O
3821,I read an article about a recent expedition to Kangchenjunga.,O O O O O O O O O O
3822,Climbers usually spend weeks acclimatizing before attempting K2.,O O O O O O O O
3823,The glaciers of Cho Oyu are stunning.,O O O B-Mountain I-Mountain O O
3824,K2 is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3825,The locals have a rich history of guiding climbers to the top of Makalu.,O O O O O O O O O O O O O O
3826,"In the winter, climbing Denali becomes even more challenging.",O O O O B-Mountain O O O O
3827,Mount Kilimanjaro is the highest mountain in its region.,B-Mountain I-Mountain O O O O O O O
3828,Mount Everest offers stunning panoramic views from its summit.,B-Mountain I-Mountain O O O O O O O
3829,Annapurna is located in a remote area with harsh conditions.,B-Mountain O O O O O O O O O
3830,The local guides know the best routes to summit Makalu.,O O O O O O O O O O
3831,Mountaineers often face severe weather conditions on K2.,O O O O O O O O
3832,"During the summer, we will try to summit Aconcagua.",O O O O O O O O O
3833,"During the summer, we will try to summit Mount Kilimanjaro.",O O O O O O O O B-Mountain O
3834,There are strict environmental regulations around Mount Fuji.,O O O O O O B-Mountain O
3835,I met a group who had just returned from their climb of Dhaulagiri.,O O O O O O O O O O O O O
3836,Mont Blanc is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3837,The glaciers of Mount Everest are stunning.,O O O B-Mountain I-Mountain O O
3838,I hope to reach the top of K2 one day.,O O O O O O O B-Mountain O O
3839,Several teams have attempted to climb Makalu this season.,O O O O O O B-Mountain O O
3840,Hiking around Manaslu is an unforgettable experience.,O O B-Mountain O O O O
3841,I read an article about a recent expedition to Annapurna.,O O O O O O O O O O
3842,The ascent of K2 is both mentally and physically demanding.,O O O B-Mountain O O O O O O
3843,Mont Blanc is known for its long and dangerous ascent.,B-Mountain I-Mountain O O O O O O O O
3844,K2 is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3845,The view from the top of Mont Blanc is breathtaking.,O O O O O O B-Mountain I-Mountain O O
3846,Mountaineers often face severe weather conditions on Cho Oyu.,O O O O O O O B-Mountain O
3847,The view from the top of Aconcagua is breathtaking.,O O O O O O B-Mountain O O
3848,K2 stands as one of the most iconic peaks in the world.,B-Mountain O O O O O O O O O O O
3849,The wildlife near Mount Kilimanjaro is as stunning as the mountain itself.,O O O B-Mountain I-Mountain O O O O O O O
3850,I met a group who had just returned from their climb of K2.,O O O O O O O O O O O O O
3851,Lhotse is a difficult peak to climb due to its technical demands.,B-Mountain O O O O O O O O O O O
3852,Mount Fuji stands as one of the most iconic peaks in the world.,B-Mountain I-Mountain O O O O O O O O O O O
3853,Mont Blanc is a less crowded mountain compared to some others.,B-Mountain I-Mountain O O O O O O O O O
3854,Several teams have attempted to climb Dhaulagiri this season.,O O O O O O B-Mountain O O
3855,Aconcagua is known for its long and dangerous ascent.,B-Mountain O O O O O O O O
3856,Mont Blanc is known for its long and dangerous ascent.,B-Mountain I-Mountain O O O O O O O O
3857,The glaciers of Mount Everest are stunning.,O O O B-Mountain I-Mountain O O
3858,The landscape around Mount Elbrus is truly breathtaking.,O O O B-Mountain I-Mountain O O O
3859,Mont Blanc is located in a remote area with harsh conditions.,B-Mountain I-Mountain O O O O O O O O O
3860,The summit of Cho Oyu is covered in snow all year round.,O O O B-Mountain I-Mountain O O O O O O O
3861,"In the winter, climbing Mount Fuji becomes even more challenging.",O O O O B-Mountain I-Mountain O O O O
3862,Dhaulagiri is often attempted by experienced mountaineers.,B-Mountain O O O O O O
3863,There are strict environmental regulations around Manaslu.,O O O O O O O
3864,Climbers often talk about the challenges of scaling Makalu.,O O O O O O O O O
3865,Scaling Lhotse is considered a major achievement.,O B-Mountain O O O O O
3866,"During the summer, we will try to summit Lhotse.",O O O O O O O O O
3867,The local guides know the best routes to summit Denali.,O O O O O O O O O O
3868,I plan to climb Mount Everest next summer.,O O O O B-Mountain I-Mountain O O
3869,Several teams have attempted to climb Mount Fuji this season.,O O O O O O B-Mountain I-Mountain O O
3870,Have you ever been to Aconcagua?,O O O O O O
3871,We are planning an expedition to Mount Fuji next year.,O O O O O O B-Mountain I-Mountain O O
3872,Kangchenjunga is a less crowded mountain compared to some others.,B-Mountain O O O O O O O O O
3873,There are strict environmental regulations around Aconcagua.,O O O O O O O
3874,K2 is part of the Seven Summits challenge.,B-Mountain O O O O O O O
3875,I plan to climb Mont Blanc next summer.,O O O O B-Mountain I-Mountain O O
